	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER
THUMBSUCKERS_CROWN	GEAR	PURPLE	96	R9	147,792	492,640	6,158	12,316	425					650			750						0	0			156.5
COLOR_WHEEL	GEAR	PURPLE	97	R9	99,312	331,040	4,138	8,276	275						75			10					0	0			188.52
PENTHOUSE_CASTLE	GEAR	PURPLE	98	R9	124,944	416,480	5,206	10,412	350						75				10				0	0			188.52
TIN_TOY	GEAR	PURPLE	99	R9	116,808	389,360	4,867	9,734	325					650	75								0	0			44
SKELETON_DANCE	GEAR	PURPLE	100	R9	153,120	510,400	6,380	12,760	425							250	250						0	0.15			213.26
BADGE_OF_SWEETNESS	GEAR	PURPLE	100	R10	30,408	101,360	1,267	2,534	75							775							0	0			155
BADGE_OF_ACCOMPLISHMENT	GEAR	PURPLE	100	R10	30,408	101,360	1,267	2,534	75								775						0	0			155
HAPPY_THOUGHTS	GEAR	PURPLE	100	R10	60,816	202,720	2,534	5,068	175							906	906						0	0			362.4
FANTASOUND	GEAR	ORANGE	101	R10	38,016	126,720	1,584	3,168	100							1200							0	0			240
ILL_WISHING_WELL	GEAR	ORANGE	103	R10	38,016	126,720	1,584	3,168	100								1200						0	0			240
MOUSERCIZE	GEAR	ORANGE	105	R10	38,016	126,720	1,584	3,168	100			150											0	0			90
SHEPHERDS_JOURNAL	GEAR	ORANGE	101	R10	76,032	253,440	3,168	6,336	200							1000	1000						0	0			400
ON_A_ROLL	GEAR	ORANGE	102	R10	76,032	253,440	3,168	6,336	200			150						10					0	0			269
WEIRD_WEBSITE	GEAR	ORANGE	103	R10	76,032	253,440	3,168	6,336	200				150						10				0	0			224
HEROES_NIGHT_OUT	GEAR	ORANGE	105	R10	76,032	253,440	3,168	6,336	200		1000											10	0	0			219
KAWAII_EXE	GEAR	PURPLE	104	R10	129,384	431,280	5,391	10,782	375					500		200	200						0	0.1			174.5
POOH_STICKS	GEAR	PURPLE	101	R10	133,128	443,760	5,547	11,094	375								500			10			0	0			207.4
STAR_CASE	GEAR	PURPLE	102	R10	127,824	426,080	5,326	10,652	350		1200	250											0	0			198
WILD_RIDE	GEAR	PURPLE	103	R10	143,328	477,760	5,972	11,944	400		1200		250										0	0			123
TRUE_LAVA	GEAR	PURPLE	100	R10	141,864	472,880	5,911	11,822	400												15		0	0		150	1772.14
POWER_UP	GEAR	PURPLE	105	R10	133,056	443,520	5,544	11,088	375			120	150	750									0	0			124.5
BECAUSE_WE_CARE	GEAR	ORANGE	105	R11	30,408	101,360	1,267	2,534	75		1000												0	0			40
BREAKFAST_PORRIDGE	GEAR	ORANGE	105	R11	30,408	101,360	1,267	2,534	75							1000							0	0			200
GOLDEN_SUN	GEAR	ORANGE	105	R11	60,816	202,720	2,534	5,068	175		1000					1000							0	0			240
MARVELOUS_TOY	GEAR	PURPLE	105	R11	210,384	701,280	8,766	17,532	600			500	500									8	0	0			619.74
MORNING_FUEL	GEAR	PURPLE	106	R11	224,568	748,560	9,357	18,714	650		777						606						0	0			152.28
PAPEL_PICADO	GEAR	PURPLE	107	R11	183,432	611,440	7,643	15,286	525							678		15					0	0			453.86
PERKIS_POWER	GEAR	PURPLE	108	R11	190,512	635,040	7,938	15,876	550								789		15				0	0			476.06
SUIT_UP	GEAR	PURPLE	109	R11	220,080	733,600	9,170	18,340	625												7		0	0		10	216.42
TIMELESS_CLASSIC	GEAR	PURPLE	110	R11	258,576	861,920	10,774	21,548	750			499								7			0	0			388.51
TINY_TERRARIUM	GEAR	ORANGE	106	R11	95,712	319,040	3,988	7,976	275		796	177	222										0	0			204.64
SAN_FRANSOKYO_SEWER	GEAR	ORANGE	106	R11	97,320	324,400	4,055	8,110	275					650		445	653						0	0			226.1
NEST_EGG	GEAR	ORANGE	107	R11	119,592	398,640	4,983	9,966	325		1000		355				703						0	0			287.1
RETURN_TO_THE_FOLD	GEAR	ORANGE	108	R11	127,200	424,000	5,300	10,600	350		799	314					715						0	0			363.36
SIDS_TOY	GEAR	ORANGE	110	R11	133,632	445,440	5,568	11,136	375		1200		440	350		502							0	0			283.9
SUPER_FAN	GEAR	ORANGE	109	R11	121,656	405,520	5,069	10,138	350		1200	275		500		654							0	0			348.8
AUTO	GEAR	PURPLE	105	R11	22,800	76,000	950	1,900	50		389	150											0	0			105.56
BLUE_UMBRELLA	GEAR	PURPLE	105	R11	22,800	76,000	950	1,900	50		389		155										0	0			62.06
MAGIC_MIRROR	GEAR	PURPLE	105	R11	22,800	76,000	950	1,900	50								652						0	0			130.4
DRIVING_WITH_STYLE	GEAR	PURPLE	105	R11	22,800	76,000	950	1,900	50					333		444							0	0			92.13
UNLEADOSAURUS	GEAR	ORANGE	110	R12	30,408	101,360	1,267	2,534	75			250											0	0			150
NOPE	GEAR	ORANGE	110	R12	30,408	101,360	1,267	2,534	75								777						0	0			155.4
LEAGUE_CHEW_TOY	GEAR	ORANGE	110	R12	60,816	202,720	2,534	5,068	175			365					1001						0	0			419.2
IRRESISTIBLY_SHINY	GEAR	PURPLE	110	R12	114,048	380,160	4,752	9,504	325				800			656							0	0.05			434.07
SPRINGTIME_FLOWERS	GEAR	PURPLE	111	R12	114,048	380,160	4,752	9,504	325		3000								5				0	0			245.75
IN_THE_DOGHOUSE	GEAR	PURPLE	112	R12	114,048	380,160	4,752	9,504	325								1077			5			0	0			290.85
SPINACH_PUFFS	GEAR	PURPLE	113	R12	114,048	380,160	4,752	9,504	325		1530	269		555									0	0			228.15
CHEESE_WHEEL	GEAR	PURPLE	114	R12	114,048	380,160	4,752	9,504	325		888			350						6			0	0			129.56
COMMANDERS_CREST	GEAR	PURPLE	115	R12	114,048	380,160	4,752	9,504	325				888								5		0	0		5	417.29
ANGRY_EYES	GEAR	PURPLE	113	R12	114,048	380,160	4,752	9,504	325		1254	105	500										0	0			263.16
GOLDEN_HARP	GEAR	ORANGE	111	R12	198,264	660,880	8,261	16,522	575		3456												0	0			138.24
LOCKED_DOOR	GEAR	ORANGE	112	R12	146,232	487,440	6,093	12,186	425			369						5					0	0			347.15
RED_UMBRELLA	GEAR	ORANGE	113	R12	139,320	464,400	5,805	11,610	400				805						5				0	0			367.25
TEDDY_BEAR	GEAR	ORANGE	114	R12	195,720	652,400	8,155	16,310	550		1305											6	0	0			203.09
FOUR_POSTER_BED	GEAR	ORANGE	115	R12	232,536	775,120	9,689	19,378	675							1300							0	0			260
WIND_UP_MOUSE	GEAR	ORANGE	112	R12	211,944	706,480	8,831	17,662	600				450				1700						0	0			475
GEORGETTES_BOWL	GEAR	PURPLE	110	R12	22,800	76,000	950	1,900	50		500	250											0	0			170
SAFARI_HAT	GEAR	PURPLE	110	R12	22,800	76,000	950	1,900	50			250	250										0	0			225
DINOSAUR_EGG	GEAR	PURPLE	110	R12	22,800	76,000	950	1,900	50							750							0	0			150
MAGICAL_BREAKFAST	GEAR	PURPLE	110	R12	22,800	76,000	950	1,900	50								750						0	0			150
PIT_STOP	GEAR	ORANGE	115	R13	30,408	101,360	1,267	2,534	75				444										0	0			133.2
VICTORIOUS_URN	GEAR	ORANGE	115	R13	30,408	101,360	1,267	2,534	75								729						0	0			145.8
SKY_PIRATES	GEAR	ORANGE	115	R13	60,816	202,720	2,534	5,068	175				699				1297						0	0			469.1
SWEETER_TOOTH	GEAR	PURPLE	115	R13	114,048	380,160	4,752	9,504	325		1111	202				316							0	0			228.84
BADGE_OF_TRAVELING	GEAR	PURPLE	116	R13	114,048	380,160	4,752	9,504	325							450	650						0	0			220
BIRDS_OF_A_FEATHER	GEAR	PURPLE	117	R13	114,048	380,160	4,752	9,504	325		963		399				899						0	0			338.02
GARDEN_SONG	GEAR	PURPLE	118	R13	114,048	380,160	4,752	9,504	325		1111					999							0	0			244.24
BREAD_AND_BUTTERFLIES	GEAR	PURPLE	119	R13	114,048	380,160	4,752	9,504	325					333		322							0	0			67.73
TICK_TOCK	GEAR	PURPLE	120	R13	114,048	380,160	4,752	9,504	325		800	245											0	0			179
CAKE_OF_GOOD_INTENTIONS	GEAR	PURPLE	118	R13	114,048	380,160	4,752	9,504	325			199											0	0	145		2712.81
GOOSE_CROSSING	GEAR	ORANGE	116	R13	137,088	456,960	5,712	11,424	375		1001												0	0.05			114.56
RED_BALLOON	GEAR	ORANGE	117	R13	162,720	542,400	6,780	13,560	450				576			300							0	0			232.8
TRIPLEDENT_GUN	GEAR	ORANGE	118	R13	146,352	487,840	6,098	12,196	425			303	608										0	0			364.2
BABY_BRIBE	GEAR	ORANGE	119	R13	154,248	514,160	6,427	12,854	425		750	225	450										0	0			300
TEMPTING_SWITCH	GEAR	ORANGE	120	R13	155,856	519,520	6,494	12,988	450			120				325							0	0			137
HAPPY_PANCAKE	GEAR	ORANGE	117	R13	122,280	407,600	5,095	10,190	350		250	100	222	648			455						0	0			234.08
HAPPY_MILKSHAKE	GEAR	PURPLE	115	R13	22,800	76,000	950	1,900	50							400							0	0			80
UNICORN_DREAMS	GEAR	PURPLE	115	R13	22,800	76,000	950	1,900	50		500		300										0	0			110
BOB	GEAR	PURPLE	115	R13	22,800	76,000	950	1,900	50			100					350						0	0			130
LUCKY_CRICKET	GEAR	PURPLE	115	R13	22,800	76,000	950	1,900	50		600												0	0			24
CONFUZZLE_BALLOON	GEAR	ORANGE	120	R14	30,408	101,360	1,267	2,534	75							800							0	0			160
ROYAL_DIARY	GEAR	ORANGE	120	R14	30,408	101,360	1,267	2,534	75				400										0	0			120
ROCKET_POP	GEAR	ORANGE	120	R14	60,816	202,720	2,534	5,068	175				650			1200							0	0			435
MR_CARROT	GEAR	PURPLE	120	R14	137,616	458,720	5,734	11,468	400		1750	300	600										0	0	10		642
DRAGON_SWING	GEAR	PURPLE	121	R14	140,280	467,600	5,845	11,690	400		2575											5	0	0			279.67
DARING_DISGUISE	GEAR	PURPLE	122	R14	91,704	305,680	3,821	7,642	250			280					890						0	0			346
FRIENDLY_SURVIVOR	GEAR	PURPLE	123	R14	93,336	311,120	3,889	7,778	250		1150						750						0	0			196
HYPNOTIC_MELODY	GEAR	PURPLE	124	R14	104,376	347,920	4,349	8,698	300		2065					1550							0	0			392.6
ANIMAL_AURORA	GEAR	PURPLE	125	R14	118,416	394,720	4,934	9,868	325			190	460							8			0	0			421.6
BADGE_OF_SORROW	GEAR	PURPLE	123	R14	111,984	373,280	4,666	9,332	325			240	420								6		0	0			397.2
LOST_PETS	GEAR	ORANGE	121	R14	168,432	561,440	7,018	14,036	475		1700												0	0			68
ANDYS_GAME	GEAR	ORANGE	122	R14	190,896	636,320	7,954	15,908	550			265				1600							0	0			479
THE_GREY_STUFF	GEAR	ORANGE	123	R14	168,288	560,960	7,012	14,024	475			275					850						0	0			335
HOUSE_OF_CARDS	GEAR	ORANGE	124	R14	129,696	432,320	5,404	10,808	375		2350		650										0	0			289
EXPLORE	GEAR	ORANGE	125	R14	177,840	592,800	7,410	14,820	500		2105					1400							0	0			364.2
ACTION_FIGURE	GEAR	ORANGE	122	R14	191,664	638,880	7,986	15,972	550		2600												0	0.05			192.33
ENTHUSIASTIC_DISHWARE	GEAR	PURPLE	120	R14	22,800	76,000	950	1,900	50		1200												0	0			48
BULLIES_ARE_GROSS	GEAR	PURPLE	120	R14	22,800	76,000	950	1,900	50			200											0	0			120
SEADUCK	GEAR	PURPLE	120	R14	22,800	76,000	950	1,900	50				500										0	0			150
BAYOU_BOOGIE	GEAR	PURPLE	120	R14	22,800	76,000	950	1,900	50							600	600						0	0			240
DIMENSIONAL_SCISSORS	GEAR	ORANGE	125	R15	35,472	118,240	1,478	2,956	100		1800												0	0			72
UNBEWEAVEABLE_RETURNS	GEAR	ORANGE	125	R15	35,472	118,240	1,478	2,956	100				550										0	0			165
BADGE_OF_DELIGHT	GEAR	ORANGE	125	R15	70,968	236,560	2,957	5,914	200		4500		700										0	0			390
MICKEY_PRETZEL	GEAR	PURPLE	125	R15	184,056	613,520	7,669	15,338	525		2222		500									12	0	0			448.28
PRACTICE_SLED	GEAR	PURPLE	126	R15	159,888	532,960	6,662	13,324	450							1300				10			0	0			385.64
HOLD_THE_LINE	GEAR	PURPLE	127	R15	157,992	526,640	6,583	13,166	450							1600					11		0	0			445.64
TSUMDERE	GEAR	PURPLE	128	R15	157,128	523,760	6,547	13,094	450			350	260										0	0			288
SUPER_TEAM_ASSEMBLE	GEAR	PURPLE	129	R15	170,568	568,560	7,107	14,214	475			350					1700						0	0			550
REFRESHING_FRUIT	GEAR	PURPLE	130	R15	162,432	541,440	6,768	13,536	450				650	1500		2500							0	0		15	835.64
SUN_CROWN	GEAR	PURPLE	127	R15	198,720	662,400	8,280	16,560	575		11222												0	0		165	574.52
CHOCOLATE_BAR	GEAR	ORANGE	126	R15	161,784	539,280	6,741	13,482	450		6888	570	966										0	0	20		1032.96
BROKEN_NECKLACE	GEAR	ORANGE	127	R15	184,896	616,320	7,704	15,408	525		8555	749											0	0			791.6
POM_POM_SHOES	GEAR	ORANGE	127	R15	163,368	544,560	6,807	13,614	475				326			999	855						0	0			468.6
BADGE_OF_DISGUISE	GEAR	ORANGE	129	R15	190,992	636,640	7,958	15,916	550			422						12					0	0			462.6
HERCULADE	GEAR	ORANGE	128	R15	181,056	603,520	7,544	15,088	525		2288	366	566										0	0.1			585.62
BEIGNETS	GEAR	ORANGE	128	R15	185,808	619,360	7,742	15,484	525		789			1221			444						0	0			132.57
TIGHT_SQUEEZE	GEAR	PURPLE	125	R15	26,616	88,720	1,109	2,218	75		999												0	0			39.96
ROMANTIC_BOAT_RIDE	GEAR	PURPLE	125	R15	26,616	88,720	1,109	2,218	75			265											0	0			159
LOST_AND_FOUND	GEAR	PURPLE	125	R15	26,616	88,720	1,109	2,218	75							1011							0	0			202.2
NEW_CAR_SMELL	GEAR	PURPLE	125	R15	26,616	88,720	1,109	2,218	75				333				564						0	0			212.7
BADGE_OF_INTIMIDATION	GEAR	ORANGE	130	R16	35,472	118,240	1,478	2,956	100		2000												0	0			80
MAN_IN_THE_MOON	GEAR	ORANGE	130	R16	35,472	118,240	1,478	2,956	100							1200							0	0			240
SPINNING_WHEEL	GEAR	ORANGE	130	R16	70,968	236,560	2,957	5,914	200		2800					1500							0	0			412
POLKA_DOTS	GEAR	ORANGE	130	R16	144,936	483,120	6,039	12,078	400			399								13			0	0			388.32
ESCAPAY	GEAR	ORANGE	131	R16	146,544	488,480	6,106	12,212	425		3500							13					0	0			388.21
GUMMI_MEDALION	GEAR	ORANGE	132	R16	157,608	525,360	6,567	13,134	450		4000												0	0.1			284.1
BLACK_FLAME_CANDLE	GEAR	ORANGE	133	R16	165,216	550,720	6,884	13,768	475		2333						462						0	0			185.72
INFINITY_SIDED_DIE	GEAR	ORANGE	134	R16	171,648	572,160	7,152	14,304	500		3653		599										0	0			325.82
LOCKED_AWAY_MEMORIES	GEAR	ORANGE	135	R16	159,672	532,240	6,653	13,306	450		8999	750											0	0			809.96
SELINES_ORB	GEAR	ORANGE	132	R16	157,608	525,360	6,567	13,134	450			612	866			1950							0	0	8		1165.92
ANOTHER_BADGE_OF_FRIENDSHIP	GEAR	RED	131	R16	265,608	885,360	11,067	22,134	750		9001		926										0	0		11	786.76
PRESTO	GEAR	RED	132	R16	289,344	964,480	12,056	24,112	825		4555	535										12	0	0			751.41
CHRISTMAS_TREE	GEAR	RED	132	R16	299,184	997,280	12,466	24,932	850		2711	225		900									0	0			252.44
CUDDLE_PARTY	GEAR	RED	134	R16	293,232	977,440	12,218	24,436	850				750	800							16		0	0			381.92
GRAND_FINALE	GEAR	RED	133	R16	256,776	855,920	10,699	21,398	725		4450	370	610										0	0			583
ABSTRACT_THOUGHT	GEAR	RED	133	R16	262,080	873,600	10,920	21,840	750							1400	1400						0	0			560
NO_LLAMAS	GEAR	PURPLE	130	R16	35,472	118,240	1,478	2,956	100								850						0	0			170
TOUR_BUS	GEAR	PURPLE	130	R16	35,472	118,240	1,478	2,956	100		2600									10			0	0			252.92
IM_LATE	GEAR	PURPLE	130	R16	35,472	118,240	1,478	2,956	100		2700										10		0	0			256.92
CURIOUS_MAZE	GEAR	PURPLE	130	R16	35,472	118,240	1,478	2,956	100			375											0	0			225
BATH_TIME	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100			421											0	0			252.6
DOGGONE_DEADLINES	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100				623										0	0			186.9
SMALL_FRY	GEAR	ORANGE	135	R17	70,968	236,560	2,957	5,914	200			650	840										0	0			642
WAMPY	GEAR	ORANGE	135	R17	192,888	642,960	8,037	16,074	550		9909	909											0	0		16	1118.28
MODEL_CITY	GEAR	ORANGE	136	R17	166,896	556,320	6,954	13,908	475		8650		1111						13				0	0			973.5
MORE_TAMALES	GEAR	ORANGE	137	R17	163,440	544,800	6,810	13,620	475				1300								11		0	0			566.52
CLOUD_KICKER	GEAR	ORANGE	138	R17	191,640	638,800	7,985	15,970	550			419		1999						7			0	0			447.91
GROTTO_GIFT	GEAR	ORANGE	139	R17	210,048	700,160	8,752	17,504	600				888				1888						0	0.1			791.1
SAIL_THE_STARS	GEAR	ORANGE	140	R17	199,752	665,840	8,323	16,646	575		6052	652										8	0	0			927.48
PEAS_IN_A_POD	GEAR	ORANGE	137	R17	185,016	616,720	7,709	15,418	525		4120	421		1420									0	0			431.6
FLUTTERBY	GEAR	RED	136	R17	354,648	1,182,160	14,777	29,554	1025		9624												0	0	13		561.48
PRINCELY_FORTUNE	GEAR	RED	137	R17	340,464	1,134,880	14,186	28,372	975				999			1450							0	0			589.7
LOWEST_PRICES_IN_TOWN	GEAR	RED	137	R17	349,152	1,163,840	14,548	29,096	1000							2100							0	0			420
MEGA_DORIS	GEAR	RED	139	R17	335,184	1,117,280	13,966	27,932	975								2665						0	0			533
CAMPING_SITCH	GEAR	RED	138	R17	337,776	1,125,920	14,074	28,148	975		4777	277	577										0	0		12	706.9
FEARAMID	GEAR	RED	138	R17	357,120	1,190,400	14,880	29,760	1025		3456	123	456	7890									0	0			427.74
PLUCKED_PELICAN	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100							1005	1555						0	0			512
PISTON_CUP	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100		4500	350											0	0			390
THE_PACIFIER	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100		5000										13		0	0			376.52
GREAT_STAR	GEAR	ORANGE	135	R17	35,472	118,240	1,478	2,956	100		5000									11			0	0			376.52
MISSION_FORCE_ONE	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100		9623												0	0			384.92
WEATHER_THE_STORM	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100											5			0	0			209.23
SHEER_PERFECTION	GEAR	ORANGE	140	R18	70,968	236,560	2,957	5,914	200		10364									6			0	0			623.79
DISNEY_ON_ICE	GEAR	ORANGE	140	R18	185,016	616,720	7,709	15,418	525		14289	799	1352			2200							0	0			1896.56
HISSY_FIT	GEAR	ORANGE	141	R18	185,016	616,720	7,709	15,418	525			809	1645				2300						0	0			1438.9
FORGOTTEN_SPELLBOOK	GEAR	ORANGE	142	R18	185,016	616,720	7,709	15,418	525								3200						0	0			640
CRYSTAL_PURE	GEAR	ORANGE	143	R18	185,016	616,720	7,709	15,418	525							2900							0	0			580
PHOENIX_GATE	GEAR	ORANGE	144	R18	208,032	693,440	8,668	17,336	600		9000	450		3600									0	0			666
SHEARED	GEAR	ORANGE	145	R18	226,824	756,080	9,451	18,902	650		5665												0	0.05			400.96
FLY_AWAY_HOME	GEAR	ORANGE	142	R18	193,248	644,160	8,052	16,104	550				455	4200			2222						0	0			622.9
CLASSIC_CAR	GEAR	RED	141	R18	319,368	1,064,560	13,307	26,614	925		13555	699	1199			2133	1891			8			0	0			2335.33
JUNIOR_WOODCHUCK	GEAR	RED	142	R18	351,432	1,171,440	14,643	29,286	1025		18888					3600							0	0			1475.52
FACETED	GEAR	RED	142	R18	303,624	1,012,080	12,651	25,302	875		13542	303					2500				11		0	0			1432.71
HUNDRED_ACRE_MAP	GEAR	RED	144	R18	351,432	1,171,440	14,643	29,286	1025		9000			3333		1600							0	0			713.33
MONSTER_MAIL	GEAR	RED	143	R18	329,064	1,096,880	13,711	27,422	950		7000		720										0	0			496
FOREST_SPIRIT	GEAR	RED	143	R18	367,560	1,225,200	15,315	30,630	1050		4000	222				405							0	0			374.2
WATCH_FOR_SPIT	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100		3500							10					0	0			488.72
RING_OF_FIRE	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100		3500								10				0	0			488.72
BADGE_OF_AGILITY	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100		3000											10	0	0			468.72
SQUISHY	GEAR	ORANGE	140	R18	35,472	118,240	1,478	2,956	100				686								10		0	0			415.03
WATER_MUSIC	GEAR	ORANGE	145	R19	35,472	118,240	1,478	2,956	100			500											0	0			300
INNER_BEAUTY	GEAR	ORANGE	145	R19	35,472	118,240	1,478	2,956	100		9009												0	0			360.36
SNAKE_BALLOON	GEAR	ORANGE	145	R19	70,968	236,560	2,957	5,914	200		10001	550											0	0			730.04
CLEAN_SWEAP	GEAR	ORANGE	145	R19	239,400	798,000	9,975	19,950	675		20001	763	1103					15		10			0	0			2250.08
PROGRAM_SCANNER	GEAR	ORANGE	146	R19	261,864	872,880	10,911	21,822	750			756	1023				2800						0	0			1320.5
CALL_THE_SUPER	GEAR	ORANGE	147	R19	239,256	797,520	9,969	19,938	675		18963		1056										0	0	10		1323.32
SMART_HOUSE	GEAR	ORANGE	148	R19	200,664	668,880	8,361	16,722	575		16353		952										0	0.1			1146.39
HORSE_WITH_TWO_REAR_ENDS	GEAR	ORANGE	149	R19	248,808	829,360	10,367	20,734	725		15236	332										9	0	0			1221.98
LOST_NANNY	GEAR	ORANGE	150	R19	262,632	875,440	10,943	21,886	750		13226	423				1252							0	0			1033.24
SPOONFUL_OF_SUGAR	GEAR	ORANGE	147	R19	208,584	695,280	8,691	17,382	600				452	852						6			0	0			392.12
ROYAL_DOULTON_BOWL	GEAR	RED	146	R19	339,840	1,132,800	14,160	28,320	975		19002	825	1325										0	0		10	1900.58
MYSTICAL_MONKEY_POWER	GEAR	RED	147	R19	365,472	1,218,240	15,228	30,456	1050		22222	1000											0	0			1488.88
SORORITY_SISTERS	GEAR	RED	147	R19	357,000	1,190,000	14,875	29,750	1025			752	966						10				0	0			1154.34
DOGS_IN_DISGUISE	GEAR	RED	149	R19	363,624	1,212,080	15,151	30,302	1050							1600	2210						0	0			762
WADDLES	GEAR	RED	148	R19	383,640	1,278,800	15,985	31,970	1100		10200		620				1100						0	0			814
SUNKEN_SHIP	GEAR	RED	148	R19	339,768	1,132,560	14,157	28,314	975					3963		1450				8			0	0			577.63
SMOOTH_JAZZ	GEAR	ORANGE	145	R19	44,352	147,840	1,848	3,696	125			600										10	0	0			773.34
DAYDREAM_HUNTER	GEAR	ORANGE	145	R19	44,352	147,840	1,848	3,696	125			650											0	0.15			596.67
THINGS_FALL_APART	GEAR	ORANGE	145	R19	44,352	147,840	1,848	3,696	125			650											0	0	10		638
LITTLE_HELPER	GEAR	ORANGE	145	R19	44,352	147,840	1,848	3,696	125			550											0	0		10	578
SEWER_SHARK	GEAR	ORANGE	150	R20	35,472	118,240	1,478	2,956	100		11505		502										0	0			610.8
FIXER_UPPER	GEAR	ORANGE	150	R20	35,472	118,240	1,478	2,956	100			450		12000									0	0			390
MOVEABLE_COAT_RACK	GEAR	ORANGE	150	R20	70,968	236,560	2,957	5,914	200		14200	562	952	12000									0	0			1310.8
PEA_SOUP	GEAR	ORANGE	150	R20	272,760	909,200	11,365	22,730	775			1100	1300					10					0	0			1539.93
CAT_FAMILY_PORTRAIT	GEAR	ORANGE	151	R20	250,488	834,960	10,437	20,874	725			960	1450										0	0		5	1304.96
MICKEY_WAFFLES	GEAR	ORANGE	152	R20	273,600	912,000	11,400	22,800	775		13200		1060										0	0.1			1090.96
CAT_IN_A_BOX	GEAR	ORANGE	153	R20	252,072	840,240	10,503	21,006	725				920			2701							0	0			816.2
ANGRY_CHIPMUNKS	GEAR	ORANGE	154	R20	279,696	932,320	11,654	23,308	800		12200	792					3200						0	0			1603.2
PRETEND_PRINCE	GEAR	ORANGE	155	R20	269,760	899,200	11,240	22,480	775		10500			8008									0	0			500.08
BOTTOMLESS_BAG	GEAR	ORANGE	152	R20	274,512	915,040	11,438	22,876	800		8520	320	565										0	0			702.3
AZTEC_SKULL	GEAR	RED	151	R20	340,368	1,134,560	14,182	28,364	975		15606	920	1520			2605	2905						0	0			2734.24
INTERDIMENSIONAL_DOOR	GEAR	RED	152	R20	343,032	1,143,440	14,293	28,586	1000		13200		1120				2700						0	0	5		1697.96
ADVENTURE_JAMIE	GEAR	RED	152	R20	296,088	986,960	12,337	24,674	850				1550						10		10		0	0			1248.89
OREILLY_LUCKY_COIN	GEAR	RED	154	R20	307,128	1,023,760	12,797	25,594	875							3000	3000						0	0			1200
OLD_SCALIWAG	GEAR	RED	153	R20	321,168	1,070,560	13,382	26,764	925			530				1865							0	0			691
WIND_CAN_DO_IT	GEAR	RED	153	R20	314,736	1,049,120	13,114	26,228	900		8605			6900		808							0	0			574.8
MELODYS_NECKLACE	GEAR	ORANGE	150	R20	44,352	147,840	1,848	3,696	125		12000	600								10			0	0			1133.96
TRUSTY_BIKE	GEAR	ORANGE	150	R20	44,352	147,840	1,848	3,696	125		12000	750											0	0			930
DONT_BAT_AN_EYE	GEAR	ORANGE	150	R20	44,352	147,840	1,848	3,696	125				808			1500	1500						0	0			842.4
BAO	GEAR	ORANGE	150	R20	44,352	147,840	1,848	3,696	125		12000								10				0	0			969.93
CAT_ON_A_LAPTOP	GEAR	RED	155	R21	35,472	118,240	1,478	2,956	100		16666									5			0	0			1015.07
GRUESOME_GRAVE	GEAR	RED	155	R21	35,472	118,240	1,478	2,956	100								3600						0	0			720
ESCAPE	GEAR	RED	155	R21	70,968	236,560	2,957	5,914	200		19876						4200			5			0	0			1983.47
PIXY_PARADE	GEAR	ORANGE	155	R21	233,640	778,800	9,735	19,470	675		24000		2800							12			0	0			2148.43
BABY_PROOF	GEAR	ORANGE	156	R21	235,248	784,160	9,802	19,604	675		20335	1050											0	0			1443.4
ARLOS_ROCK	GEAR	ORANGE	157	R21	246,312	821,040	10,263	20,526	700		23255	755	1952										0	0		10	2317.23
PERCYS_BATH_TIME	GEAR	ORANGE	158	R21	253,920	846,400	10,580	21,160	725							4999			10				0	0			1580.51
ARLOS_BERRIES	GEAR	ORANGE	159	R21	260,352	867,840	10,848	21,696	750								6555						0	0.15			1601.36
JANES_SKETCH	GEAR	ORANGE	160	R21	248,376	827,920	10,349	20,698	700		17005		1563	5300						10			0	0			1550.53
FISH_IN_A_BOWL	GEAR	ORANGE	157	R21	246,312	821,040	10,263	20,526	700		9005			15300									0	0			513.2
DANCING_MUSHROOMS	GEAR	RED	156	R21	427,704	1,425,680	17,821	35,642	1225		22222					5620							0	0	15		2361.31
BUG_JUICE	GEAR	RED	157	R21	442,032	1,473,440	18,418	36,836	1275		20000					4200	4201						0	0		8	2828.63
BIRTHDAY_CAKE	GEAR	RED	157	R21	455,712	1,519,040	18,988	37,976	1325		19600		1365									10	0	0			1774.21
